experiment,user,activity,samples,seconds,minutes
32,16,5,1154,23.08,0.38466666666666666
32,16,11,234,4.68,0.078
32,16,6,1186,23.72,0.3953333333333333
32,16,10,183,3.66,0.061000000000000006
32,16,4,1042,20.84,0.3473333333333333
32,16,9,194,3.88,0.06466666666666666
32,16,6,1215,24.3,0.405
32,16,12,145,2.9,0.04833333333333333
32,16,1,888,17.76,0.29600000000000004
32,16,1,962,19.24,0.32066666666666666
32,16,3,595,11.9,0.19833333333333333
32,16,2,659,13.18,0.21966666666666665
32,16,3,595,11.9,0.19833333333333333
32,16,2,669,13.38,0.223
32,16,3,585,11.7,0.19499999999999998
32,16,2,645,12.9,0.215
33,16,5,1668,33.36,0.5559999999999999
33,16,7,174,3.48,0.058
33,16,4,1510,30.2,0.5033333333333333
33,16,8,108,2.16,0.036000000000000004
33,16,5,1261,25.22,0.42033333333333334
33,16,11,191,3.82,0.06366666666666666
33,16,6,1331,26.62,0.4436666666666667
33,16,10,182,3.64,0.06066666666666667
33,16,4,1075,21.5,0.35833333333333334
33,16,9,180,3.6,0.060000000000000005
33,16,6,1150,23.0,0.38333333333333336
33,16,12,155,3.1,0.051666666666666666
33,16,1,888,17.76,0.29600000000000004
33,16,1,906,18.12,0.302
33,16,3,561,11.22,0.187
33,16,2,613,12.26,0.20433333333333334
33,16,3,581,11.62,0.19366666666666665
33,16,2,614,12.28,0.20466666666666666
33,16,3,580,11.6,0.19333333333333333
33,16,2,633,12.66,0.211
34,17,5,2031,40.62,0.6769999999999999
34,17,7,141,2.82,0.047
34,17,4,1115,22.3,0.3716666666666667
34,17,8,152,3.04,0.050666666666666665
34,17,5,1096,21.92,0.36533333333333334
34,17,11,237,4.74,0.079
34,17,6,1050,21.0,0.35
34,17,10,210,4.2,0.07
34,17,4,1213,24.26,0.4043333333333334
34,17,9,311,6.22,0.10366666666666666
34,17,6,1488,29.76,0.49600000000000005
34,17,12,199,3.98,0.06633333333333333
34,17,1,1169,23.38,0.38966666666666666
34,17,1,1081,21.62,0.36033333333333334
34,17,3,677,13.54,0.22566666666666665
34,17,2,602,12.04,0.20066666666666666
34,17,3,604,12.08,0.20133333333333334
34,17,2,615,12.3,0.20500000000000002
34,17,3,530,10.6,0.17666666666666667
34,17,2,598,11.96,0.19933333333333333
35,17,5,1266,25.32,0.422
35,17,7,153,3.06,0.051000000000000004
35,17,4,1134,22.68,0.378
35,17,8,157,3.14,0.052333333333333336
35,17,5,1281,25.62,0.427
35,17,11,335,6.7,0.11166666666666666
35,17,6,1065,21.3,0.35500000000000004
35,17,10,270,5.4,0.09000000000000001
35,17,4,1062,21.24,0.354
35,17,9,201,4.02,0.06699999999999999
35,17,6,1527,30.54,0.509
35,17,12,237,4.74,0.079
35,17,1,1051,21.02,0.35033333333333333
35,17,1,1014,20.28,0.338
35,17,3,594,11.88,0.198
35,17,2,637,12.74,0.21233333333333335
35,17,3,536,10.72,0.17866666666666667
35,17,2,626,12.52,0.20866666666666667
35,17,3,589,11.78,0.19633333333333333
35,17,2,637,12.74,0.21233333333333335
36,18,5,1494,29.88,0.498
36,18,7,306,6.12,0.10200000000000001
36,18,4,1043,20.86,0.3476666666666667
36,18,8,181,3.62,0.060333333333333336
36,18,5,1451,29.02,0.48366666666666663
36,18,11,296,5.92,0.09866666666666667
36,18,6,1167,23.34,0.389
36,18,10,244,4.88,0.08133333333333333
36,18,4,1221,24.42,0.40700000000000003
36,18,9,250,5.0,0.08333333333333333
36,18,6,1310,26.2,0.43666666666666665
36,18,12,205,4.1,0.06833333333333333
36,18,1,987,19.74,0.32899999999999996
36,18,1,1028,20.56,0.3426666666666666
36,18,3,718,14.36,0.23933333333333331
36,18,2,718,14.36,0.23933333333333331
36,18,3,680,13.6,0.22666666666666666
36,18,2,693,13.86,0.23099999999999998
36,18,3,680,13.6,0.22666666666666666
36,18,2,725,14.5,0.24166666666666667
37,18,5,1305,26.1,0.435
37,18,7,226,4.52,0.07533333333333332
37,18,4,958,19.16,0.31933333333333336
37,18,8,175,3.5,0.058333333333333334
37,18,5,1188,23.76,0.396
37,18,11,243,4.86,0.081
37,18,6,1194,23.88,0.39799999999999996
37,18,10,164,3.28,0.05466666666666666
37,18,4,1068,21.36,0.356
37,18,9,198,3.96,0.066
37,18,6,1231,24.62,0.4103333333333333
37,18,12,191,3.82,0.06366666666666666
37,18,1,1012,20.24,0.3373333333333333
37,18,1,946,18.92,0.31533333333333335
37,18,3,644,12.88,0.21466666666666667
37,18,2,677,13.54,0.22566666666666665
37,18,3,664,13.28,0.22133333333333333
37,18,2,703,14.06,0.23433333333333334
37,18,3,678,13.56,0.226
37,18,2,723,14.46,0.24100000000000002
38,19,5,1380,27.6,0.46
38,19,7,178,3.56,0.059333333333333335
38,19,4,1297,25.94,0.43233333333333335
38,19,8,134,2.68,0.04466666666666667
38,19,5,1462,29.24,0.4873333333333333
38,19,11,255,5.1,0.08499999999999999
38,19,6,1430,28.6,0.4766666666666667
38,19,10,196,3.92,0.06533333333333333
38,19,4,1279,25.58,0.4263333333333333
38,19,9,175,3.5,0.058333333333333334
38,19,6,1425,28.5,0.475
38,19,12,160,3.2,0.05333333333333334
38,19,1,1010,20.2,0.33666666666666667
38,19,1,923,18.46,0.3076666666666667
38,19,3,556,11.12,0.18533333333333332
38,19,2,546,10.92,0.182
38,19,3,526,10.52,0.1753333333333333
38,19,2,536,10.72,0.17866666666666667
38,19,3,515,10.3,0.1716666666666667
38,19,2,525,10.5,0.175
39,19,5,1205,24.1,0.40166666666666667
39,19,7,162,3.24,0.054000000000000006
39,19,4,1048,20.96,0.34933333333333333
39,19,8,121,2.42,0.04033333333333333
39,19,5,1148,22.96,0.38266666666666665
39,19,11,319,6.38,0.10633333333333334
39,19,6,1569,31.38,0.523
39,19,10,149,2.98,0.049666666666666665
39,19,4,1407,28.14,0.46900000000000003
39,19,9,202,4.04,0.06733333333333333
39,19,6,1336,26.72,0.4453333333333333
39,19,12,139,2.78,0.04633333333333333
39,19,1,903,18.06,0.301
39,19,1,878,17.56,0.29266666666666663
39,19,3,487,9.74,0.16233333333333333
39,19,2,544,10.88,0.18133333333333335
39,19,3,495,9.9,0.165
39,19,2,491,9.82,0.16366666666666668
39,19,3,479,9.58,0.15966666666666668
39,19,2,486,9.72,0.162
40,20,5,1477,29.54,0.49233333333333335
40,20,7,200,4.0,0.06666666666666667
40,20,4,1344,26.88,0.448
40,20,8,181,3.62,0.060333333333333336
40,20,5,1214,24.28,0.4046666666666667
40,20,11,424,8.48,0.14133333333333334
40,20,6,1211,24.22,0.4036666666666667
40,20,10,155,3.1,0.051666666666666666
40,20,4,1100,22.0,0.36666666666666664
40,20,9,296,5.92,0.09866666666666667
40,20,6,1015,20.3,0.3383333333333333
40,20,12,171,3.42,0.057
40,20,1,975,19.5,0.325
40,20,1,918,18.36,0.306
40,20,3,554,11.08,0.18466666666666667
40,20,2,625,12.5,0.20833333333333334
40,20,3,556,11.12,0.18533333333333332
40,20,2,720,14.4,0.24000000000000002
40,20,3,623,12.46,0.2076666666666667
40,20,2,617,12.34,0.20566666666666666
41,20,5,1410,28.2,0.47
41,20,7,218,4.36,0.07266666666666667
41,20,4,1006,20.12,0.33533333333333337
41,20,8,120,2.4,0.04
41,20,5,1232,24.64,0.4106666666666667
41,20,11,364,7.28,0.12133333333333333
41,20,6,1250,25.0,0.4166666666666667
41,20,10,191,3.82,0.06366666666666666
41,20,4,1219,24.38,0.4063333333333333
41,20,9,280,5.6,0.09333333333333332
41,20,6,1206,24.12,0.402
41,20,12,157,3.14,0.052333333333333336
41,20,1,839,16.78,0.2796666666666667
41,20,1,867,17.34,0.289
41,20,3,612,12.24,0.20400000000000001
41,20,2,629,12.58,0.20966666666666667
41,20,3,550,11.0,0.18333333333333332
41,20,2,657,13.14,0.219
41,20,3,618,12.36,0.206
41,20,2,635,12.7,0.21166666666666664
42,21,5,1613,32.26,0.5376666666666666
42,21,7,176,3.52,0.058666666666666666
42,21,4,1572,31.44,0.524
42,21,8,145,2.9,0.04833333333333333
42,21,5,1669,33.38,0.5563333333333333
42,21,11,312,6.24,0.10400000000000001
42,21,6,1308,26.16,0.436
42,21,10,203,4.06,0.06766666666666667
42,21,4,1621,32.42,0.5403333333333333
42,21,9,201,4.02,0.06699999999999999
42,21,6,1694,33.88,0.5646666666666668
42,21,12,205,4.1,0.06833333333333333
42,21,1,993,19.86,0.331
42,21,1,939,18.78,0.313
42,21,3,573,11.46,0.191
42,21,2,643,12.86,0.21433333333333332
42,21,3,600,12.0,0.2
42,21,2,596,11.92,0.19866666666666666
42,21,3,611,12.22,0.2036666666666667
42,21,2,608,12.16,0.20266666666666666
43,21,5,1593,31.86,0.531
43,21,7,139,2.78,0.04633333333333333
43,21,4,1268,25.36,0.42266666666666663
43,21,8,117,2.34,0.039
43,21,5,1533,30.66,0.511
43,21,11,273,5.46,0.091
43,21,6,1604,32.08,0.5346666666666666
43,21,10,195,3.9,0.065
43,21,4,1379,27.58,0.4596666666666666
43,21,9,211,4.22,0.07033333333333333
43,21,6,1511,30.22,0.5036666666666666
43,21,12,195,3.9,0.065
43,21,1,886,17.72,0.29533333333333334
43,21,1,930,18.6,0.31
43,21,3,617,12.34,0.20566666666666666
43,21,2,583,11.66,0.19433333333333333
43,21,3,547,10.94,0.18233333333333332
43,21,2,571,11.42,0.19033333333333333
43,21,3,562,11.24,0.18733333333333332
43,21,2,568,11.36,0.18933333333333333
44,22,5,1097,21.94,0.3656666666666667
44,22,7,213,4.26,0.071
44,22,4,1080,21.6,0.36000000000000004
44,22,8,103,2.06,0.034333333333333334
44,22,5,1150,23.0,0.38333333333333336
44,22,11,172,3.44,0.05733333333333333
44,22,6,1073,21.46,0.3576666666666667
44,22,10,184,3.68,0.06133333333333334
44,22,4,1217,24.34,0.4056666666666667
44,22,9,135,2.7,0.045000000000000005
44,22,6,1484,29.68,0.49466666666666664
44,22,12,256,5.12,0.08533333333333333
44,22,1,848,16.96,0.2826666666666667
44,22,1,782,15.64,0.26066666666666666
44,22,3,491,9.82,0.16366666666666668
44,22,2,547,10.94,0.18233333333333332
44,22,3,482,9.64,0.16066666666666668
44,22,2,541,10.82,0.18033333333333335
44,22,3,506,10.12,0.16866666666666666
44,22,2,531,10.62,0.177
45,22,5,1242,24.84,0.414
45,22,7,118,2.36,0.03933333333333333
45,22,4,1008,20.16,0.336
45,22,8,105,2.1,0.035
45,22,5,1068,21.36,0.356
45,22,11,138,2.76,0.046
45,22,6,1373,27.46,0.45766666666666667
45,22,10,160,3.2,0.05333333333333334
45,22,4,1078,21.56,0.35933333333333334
45,22,9,158,3.16,0.05266666666666667
45,22,6,1065,21.3,0.35500000000000004
45,22,10,156,3.12,0.052000000000000005
45,22,8,91,1.82,0.030333333333333334
45,22,1,840,16.8,0.28
45,22,1,813,16.26,0.271
45,22,3,490,9.8,0.16333333333333336
45,22,2,548,10.96,0.18266666666666667
45,22,3,500,10.0,0.16666666666666666
45,22,2,561,11.22,0.187
45,22,3,510,10.2,0.16999999999999998
45,22,2,557,11.14,0.18566666666666667
46,23,5,1279,25.58,0.4263333333333333
46,23,7,142,2.84,0.04733333333333333
46,23,4,1305,26.1,0.435
46,23,8,120,2.4,0.04
46,23,5,1143,22.86,0.381
46,23,11,252,5.04,0.084
46,23,6,1037,20.74,0.3456666666666666
46,23,10,173,3.46,0.057666666666666665
46,23,4,1347,26.94,0.449
46,23,9,212,4.24,0.07066666666666667
46,23,6,1256,25.12,0.4186666666666667
46,23,12,175,3.5,0.058333333333333334
46,23,1,1061,21.22,0.35366666666666663
46,23,1,1029,20.58,0.34299999999999997
46,23,3,669,13.38,0.223
46,23,2,645,12.9,0.215
46,23,3,659,13.18,0.21966666666666665
46,23,2,586,11.72,0.19533333333333333
46,23,3,641,12.82,0.21366666666666667
46,23,2,577,11.54,0.19233333333333333
47,23,5,1173,23.46,0.391
47,23,7,221,4.42,0.07366666666666667
47,23,4,954,19.08,0.31799999999999995
47,23,8,149,2.98,0.049666666666666665
47,23,5,1298,25.96,0.4326666666666667
47,23,11,259,5.18,0.08633333333333333
47,23,6,1557,31.14,0.519
47,23,10,170,3.4,0.056666666666666664
47,23,4,1127,22.54,0.37566666666666665
47,23,9,218,4.36,0.07266666666666667
47,23,6,1100,22.0,0.36666666666666664
47,23,12,160,3.2,0.05333333333333334
47,23,1,1066,21.32,0.35533333333333333
47,23,1,1006,20.12,0.33533333333333337
47,23,3,679,13.58,0.22633333333333333
47,23,2,620,12.4,0.20666666666666667
47,23,3,658,13.16,0.21933333333333332
47,23,2,674,13.48,0.22466666666666668
47,23,3,664,13.28,0.22133333333333333
47,23,2,663,13.26,0.221
48,24,5,1221,24.42,0.40700000000000003
48,24,7,170,3.4,0.056666666666666664
48,24,4,1365,27.3,0.455
48,24,8,108,2.16,0.036000000000000004
48,24,5,1161,23.22,0.38699999999999996
48,24,11,493,9.86,0.16433333333333333
48,24,6,1260,25.2,0.42
48,24,10,209,4.18,0.06966666666666667
48,24,4,1094,21.88,0.36466666666666664
48,24,9,233,4.66,0.07766666666666668
48,24,6,1280,25.6,0.4266666666666667
48,24,12,321,6.42,0.107
48,24,1,1016,20.32,0.33866666666666667
48,24,1,960,19.2,0.32
48,24,3,416,8.32,0.13866666666666666
48,24,3,223,4.46,0.07433333333333333
48,24,2,696,13.92,0.232
48,24,3,742,14.84,0.24733333333333332
48,24,2,752,15.04,0.25066666666666665
48,24,3,721,14.42,0.24033333333333334
48,24,2,752,15.04,0.25066666666666665
49,24,5,1303,26.06,0.4343333333333333
49,24,7,186,3.72,0.062000000000000006
49,24,4,1059,21.18,0.353
49,24,8,123,2.46,0.041
49,24,5,1199,23.98,0.39966666666666667
49,24,11,247,4.94,0.08233333333333334
49,24,6,1221,24.42,0.40700000000000003
49,24,10,179,3.58,0.059666666666666666
49,24,4,1373,27.46,0.45766666666666667
49,24,9,205,4.1,0.06833333333333333
49,24,6,1250,25.0,0.4166666666666667
49,24,12,195,3.9,0.065
49,24,1,1013,20.26,0.33766666666666667
49,24,1,1100,22.0,0.36666666666666664
49,24,3,703,14.06,0.23433333333333334
49,24,2,720,14.4,0.24000000000000002
49,24,3,687,13.74,0.229
49,24,2,724,14.48,0.24133333333333334
49,24,3,691,13.82,0.23033333333333333
49,24,2,724,14.48,0.24133333333333334
50,25,5,1339,26.78,0.44633333333333336
50,25,7,137,2.74,0.04566666666666667
50,25,4,1159,23.18,0.3863333333333333
50,25,8,151,3.02,0.050333333333333334
50,25,5,1263,25.26,0.42100000000000004
50,25,11,184,3.68,0.06133333333333334
50,25,6,1376,27.52,0.45866666666666667
50,25,10,279,5.58,0.093
50,25,4,1222,24.44,0.4073333333333334
50,25,9,198,3.96,0.066
50,25,6,1057,21.14,0.35233333333333333
50,25,12,322,6.44,0.10733333333333334
50,25,1,1313,26.26,0.4376666666666667
50,25,1,1176,23.52,0.392
50,25,3,647,12.94,0.21566666666666665
50,25,2,783,15.66,0.261
50,25,3,724,14.48,0.24133333333333334
50,25,2,892,17.84,0.29733333333333334
50,25,3,783,15.66,0.261
50,25,2,847,16.94,0.2823333333333334
51,25,5,1271,25.42,0.4236666666666667
51,25,7,218,4.36,0.07266666666666667
51,25,4,1039,20.78,0.3463333333333333
51,25,8,172,3.44,0.05733333333333333
51,25,5,1347,26.94,0.449
51,25,11,240,4.8,0.08
51,25,6,1452,29.04,0.484
51,25,10,214,4.28,0.07133333333333333
51,25,4,1129,22.58,0.3763333333333333
51,25,9,180,3.6,0.060000000000000005
51,25,6,1327,26.54,0.4423333333333333
51,25,12,186,3.72,0.062000000000000006
51,25,1,1410,28.2,0.47
51,25,1,1197,23.94,0.399
51,25,3,648,12.96,0.21600000000000003
51,25,2,746,14.92,0.24866666666666667
51,25,3,697,13.94,0.23233333333333334
51,25,2,725,14.5,0.24166666666666667
51,25,3,710,14.2,0.23666666666666666
51,25,2,728,14.56,0.24266666666666667
52,26,5,1695,33.9,0.565
52,26,7,128,2.56,0.042666666666666665
52,26,4,1468,29.36,0.48933333333333334
52,26,8,181,3.62,0.060333333333333336
52,26,5,1049,20.98,0.3496666666666667
52,26,11,177,3.54,0.059000000000000004
52,26,6,1205,24.1,0.40166666666666667
52,26,10,161,3.22,0.05366666666666667
52,26,4,1612,32.24,0.5373333333333333
52,26,9,184,3.68,0.06133333333333334
52,26,6,1176,23.52,0.392
52,26,12,243,4.86,0.081
52,26,1,1048,20.96,0.34933333333333333
52,26,1,914,18.28,0.3046666666666667
52,26,3,621,12.42,0.207
52,26,2,761,15.22,0.25366666666666665
52,26,3,638,12.76,0.21266666666666667
52,26,2,649,12.98,0.21633333333333335
52,26,3,655,13.1,0.21833333333333332
52,26,2,669,13.38,0.223
53,26,5,1331,26.62,0.4436666666666667
53,26,7,150,3.0,0.05
53,26,4,1134,22.68,0.378
53,26,8,101,2.02,0.033666666666666664
53,26,5,1216,24.32,0.4053333333333333
53,26,11,166,3.32,0.05533333333333333
53,26,6,1316,26.32,0.43866666666666665
53,26,10,173,3.46,0.057666666666666665
53,26,4,1242,24.84,0.414
53,26,9,212,4.24,0.07066666666666667
53,26,6,1540,30.8,0.5133333333333333
53,26,12,182,3.64,0.06066666666666667
53,26,1,1102,22.04,0.36733333333333335
53,26,1,1069,21.38,0.35633333333333334
53,26,3,691,13.82,0.23033333333333333
53,26,2,656,13.12,0.21866666666666665
53,26,3,603,12.06,0.201
53,26,2,671,13.42,0.22366666666666665
53,26,3,622,12.44,0.20733333333333331
53,26,2,646,12.92,0.21533333333333332
54,27,5,1264,25.28,0.42133333333333334
54,27,7,167,3.34,0.05566666666666666
54,27,4,1263,25.26,0.42100000000000004
54,27,8,97,1.94,0.03233333333333333
54,27,5,1306,26.12,0.43533333333333335
54,27,11,215,4.3,0.07166666666666667
54,27,6,1233,24.66,0.411
54,27,10,153,3.06,0.051000000000000004
54,27,4,1355,27.1,0.4516666666666667
54,27,9,226,4.52,0.07533333333333332
54,27,6,1314,26.28,0.438
54,27,12,124,2.48,0.04133333333333333
54,27,1,965,19.3,0.32166666666666666
54,27,1,1019,20.38,0.3396666666666667
54,27,3,568,11.36,0.18933333333333333
54,27,2,617,12.34,0.20566666666666666
54,27,3,546,10.92,0.182
54,27,2,667,13.34,0.22233333333333333
54,27,3,581,11.62,0.19366666666666665
54,27,2,623,12.46,0.2076666666666667
55,27,5,1701,34.02,0.5670000000000001
55,27,7,187,3.74,0.06233333333333334
55,27,4,1134,22.68,0.378
55,27,8,100,2.0,0.03333333333333333
55,27,5,1365,27.3,0.455
55,27,11,164,3.28,0.05466666666666666
55,27,6,1651,33.02,0.5503333333333333
55,27,10,148,2.96,0.04933333333333333
55,27,4,1244,24.88,0.41466666666666663
55,27,9,224,4.48,0.07466666666666667
55,27,6,1050,21.0,0.35
55,27,12,152,3.04,0.050666666666666665
55,27,1,1005,20.1,0.335
55,27,1,1029,20.58,0.34299999999999997
55,27,3,611,12.22,0.2036666666666667
55,27,2,659,13.18,0.21966666666666665
55,27,3,601,12.02,0.20033333333333334
55,27,2,664,13.28,0.22133333333333333
55,27,3,375,7.5,0.125
55,27,3,231,4.62,0.077
55,27,2,626,12.52,0.20866666666666667
56,28,5,1466,29.32,0.4886666666666667
56,28,7,258,5.16,0.08600000000000001
56,28,4,1440,28.8,0.48000000000000004
56,28,8,137,2.74,0.04566666666666667
56,28,5,1474,29.48,0.49133333333333334
56,28,6,1236,24.72,0.412
56,28,4,1595,31.9,0.5316666666666666
56,28,9,225,4.5,0.075
56,28,6,1611,32.22,0.537
56,28,12,180,3.6,0.060000000000000005
56,28,1,666,13.32,0.222
56,28,1,394,7.88,0.13133333333333333
56,28,1,1002,20.04,0.33399999999999996
56,28,3,622,12.44,0.20733333333333331
56,28,2,685,13.7,0.22833333333333333
56,28,3,609,12.18,0.20299999999999999
56,28,2,710,14.2,0.23666666666666666
56,28,3,609,12.18,0.20299999999999999
56,28,2,682,13.64,0.22733333333333333
57,28,5,1089,21.78,0.36300000000000004
57,28,7,161,3.22,0.05366666666666667
57,28,4,1056,21.12,0.35200000000000004
57,28,8,120,2.4,0.04
57,28,5,1409,28.18,0.4696666666666667
57,28,6,1283,25.66,0.4276666666666667
57,28,4,1036,20.72,0.3453333333333333
57,28,9,200,4.0,0.06666666666666667
57,28,6,1266,25.32,0.422
57,28,12,166,3.32,0.05533333333333333
57,28,1,930,18.6,0.31
57,28,1,912,18.24,0.304
57,28,3,600,12.0,0.2
57,28,2,599,11.98,0.1996666666666667
57,28,3,570,11.4,0.19
57,28,2,611,12.22,0.2036666666666667
57,28,3,536,10.72,0.17866666666666667
57,28,2,563,11.26,0.18766666666666668
58,29,5,1178,23.56,0.39266666666666666
58,29,7,156,3.12,0.052000000000000005
58,29,4,1043,20.86,0.3476666666666667
58,29,8,174,3.48,0.058
58,29,5,1075,21.5,0.35833333333333334
58,29,11,233,4.66,0.07766666666666668
58,29,6,1241,24.82,0.4136666666666667
58,29,10,236,4.72,0.07866666666666666
58,29,4,949,18.98,0.31633333333333336
58,29,9,325,6.5,0.10833333333333334
58,29,6,1482,29.64,0.494
58,29,12,178,3.56,0.059333333333333335
58,29,1,951,19.02,0.317
58,29,1,902,18.04,0.30066666666666664
58,29,3,624,12.48,0.20800000000000002
58,29,2,649,12.98,0.21633333333333335
58,29,3,605,12.1,0.20166666666666666
58,29,2,627,12.54,0.209
58,29,3,602,12.04,0.20066666666666666
58,29,2,221,4.42,0.07366666666666667
58,29,2,449,8.98,0.14966666666666667
59,29,5,1043,20.86,0.3476666666666667
59,29,7,168,3.36,0.056
59,29,4,1098,21.96,0.366
59,29,8,133,2.66,0.044333333333333336
59,29,5,1393,27.86,0.4643333333333333
59,29,11,186,3.72,0.062000000000000006
59,29,6,1059,21.18,0.353
59,29,10,169,3.38,0.05633333333333333
59,29,4,1103,22.06,0.36766666666666664
59,29,9,200,4.0,0.06666666666666667
59,29,6,1014,20.28,0.338
59,29,12,144,2.88,0.048
59,29,1,967,19.34,0.3223333333333333
59,29,1,935,18.7,0.31166666666666665
59,29,3,581,11.62,0.19366666666666665
59,29,2,634,12.68,0.21133333333333332
59,29,3,591,11.82,0.197
59,29,2,609,12.18,0.20299999999999999
59,29,3,595,11.9,0.19833333333333333
59,29,2,620,12.4,0.20666666666666667
60,30,5,845,16.9,0.2816666666666666
60,30,7,112,2.24,0.037333333333333336
60,30,4,1010,20.2,0.33666666666666667
60,30,8,150,3.0,0.05
60,30,5,1276,25.52,0.42533333333333334
60,30,11,155,3.1,0.051666666666666666
60,30,6,1269,25.38,0.423
60,30,10,166,3.32,0.05533333333333333
60,30,4,1304,26.08,0.43466666666666665
60,30,9,182,3.64,0.06066666666666667
60,30,6,1548,30.96,0.516
60,30,12,158,3.16,0.05266666666666667
60,30,1,1148,22.96,0.38266666666666665
60,30,1,1172,23.44,0.39066666666666666
60,30,3,822,16.44,0.274
60,30,2,894,17.88,0.298
60,30,3,879,17.58,0.293
60,30,2,872,17.44,0.2906666666666667
60,30,3,793,15.86,0.2643333333333333
60,30,2,788,15.76,0.26266666666666666
61,30,5,1048,20.96,0.34933333333333333
61,30,7,215,4.3,0.07166666666666667
61,30,4,933,18.66,0.311
61,30,8,127,2.54,0.042333333333333334
61,30,5,1296,25.92,0.43200000000000005
61,30,11,248,4.96,0.08266666666666667
61,30,6,1210,24.2,0.4033333333333333
61,30,10,238,4.76,0.07933333333333333
61,30,4,1268,25.36,0.42266666666666663
61,30,9,291,5.82,0.097
61,30,6,1066,21.32,0.35533333333333333
61,30,12,146,2.92,0.048666666666666664
61,30,1,1103,22.06,0.36766666666666664
61,30,1,1091,21.82,0.3636666666666667
61,30,3,681,13.62,0.22699999999999998
61,30,2,732,14.64,0.24400000000000002
61,30,3,676,13.52,0.22533333333333333
61,30,2,731,14.62,0.24366666666666664
61,30,3,704,14.08,0.23466666666666666
61,30,2,703,14.06,0.23433333333333334
